Название товара	Душевая кабина Niagara NG-6001-Q (90х90 х210)установка универсальная, поддон низкий 15 см, тропический душ
Описание товара	Niagara Premium - это многофункциональные модели, включающие в себя такие функции как гидромассаж, подсветка, пульт управления, FM-радио и многие другие удобства 21 века. Серия отличается высоким качеством, современным и уникальным дизайном, а также большим ассортиментом.
Цена в рублях	57400
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Доставка в дом Market-santehniki.ru
Количество отзывов	0
Тип	Душевая кабина
Длина, см	90
Ширина, см	90
Высота, см	210
Толщина стекла, мм	6
Стекло	Прозрачное
Управление	Дистанционное
Страна-изготовитель	Китай
Цвет	Матовый хром
Размеры, мм	900х900х2100
Материал поддона	Акрил
Бренд	Niagara
Высота поддона	Низкий
Цвет фурнитуры	Серебристый
Ориентация установки	Универсальная
Цвет стенки	Светло-серый
Материал дверей	Стекло
Монтаж	Пристенный
Гарантия	5 лет
Двери	Раздвижные в стороны
Установлено	Зеркало
Форма	Квадрат
Число дверей	2
Адрес товара	https://www.ozon.ru/product/272268745?oos_search=false
Статус 	Закончился
